Date,MSFT,GOOGL
2015-07-27,40.41393280029297,658.27001953125
2015-07-28,40.405029296875,659.6599731445312
2015-07-29,41.251617431640625,661.4299926757812
2015-07-30,41.777400970458984,664.5599975585938
2015-07-31,41.61699295043945,657.5
2015-08-03,41.71501541137695,664.719970703125
2015-08-04,42.36555480957031,661.280029296875
2015-08-05,42.401206970214844,673.2899780273438
2015-08-06,41.54569625854492,670.1500244140625
2015-08-07,41.65263748168945,664.3900146484375
2015-08-10,42.17840576171875,663.1400146484375
2015-08-11,41.35855484008789,690.2999877929688
2015-08-12,41.65263748168945,691.469970703125
2015-08-13,41.64372253417969,686.510009765625
2015-08-14,41.884342193603516,689.3699951171875
2015-08-17,42.169517517089844,694.1099853515625
2015-08-18,42.402740478515625,688.72998046875
2015-08-19,41.810699462890625,694.0399780273438
2015-08-20,40.95851516723633,679.47998046875
2015-08-21,38.63519287109375,644.030029296875
2015-08-24,37.3883171081543,618.1099853515625
2015-08-25,36.302913665771484,612.469970703125
2015-08-26,38.3122673034668,659.739990234375
2015-08-27,39.37974166870117,667.9600219726562
2015-08-28,39.40664291381836,659.6900024414062
2015-08-31,39.03886413574219,647.8200073242188
2015-09-01,37.51390838623047,629.5599975585938
2015-09-02,38.89533996582031,644.9099731445312
2015-09-03,39.02092361450195,637.0499877929688
2015-09-04,38.22256088256836,628.9600219726562
2015-09-08,39.370758056640625,643.8800048828125
2015-09-09,38.63519287109375,643.4099731445312
2015-09-10,38.832542419433594,651.0800170898438
2015-09-11,39.00297546386719,655.2999877929688
2015-09-14,38.60829162597656,652.469970703125
2015-09-15,39.45149612426758,665.0700073242188
2015-09-16,39.738548278808594,665.52001953125
2015-09-17,39.693695068359375,671.6699829101562
2015-09-18,39.00297546386719,660.9199829101562
2015-09-21,39.5681037902832,666.97998046875
2015-09-22,39.37974166870117,653.2000122070312
2015-09-23,39.35282897949219,653.2899780273438
2015-09-24,39.388702392578125,654.9099731445312
2015-09-25,39.41561508178711,640.1500244140625
2015-09-28,38.832542419433594,624.25
2015-09-29,38.96709442138672,622.6099853515625
2015-09-30,39.702667236328125,638.3699951171875
2015-10-01,40.01662063598633,642.0
2015-10-02,40.877777099609375,656.989990234375
2015-10-05,41.82863235473633,671.6799926757812
2015-10-06,41.9362678527832,671.6400146484375
2015-10-07,41.98112106323242,670.0
2015-10-08,42.5641975402832,667.0
2015-10-09,42.25920486450195,671.239990234375
2015-10-12,42.16053771972656,676.4299926757812
2015-10-13,42.06185531616211,683.1699829101562
2015-10-14,41.873477935791016,680.4099731445312
2015-10-15,42.16950607299805,693.02001953125
2015-10-16,42.61802291870117,695.3200073242188
2015-10-19,42.7166862487793,699.9500122070312
2015-10-20,42.85124588012695,680.0
2015-10-21,42.339942932128906,671.7999877929688
2015-10-22,43.08447265625,681.1400146484375
2015-10-23,47.426116943359375,719.3300170898438
2015-10-26,48.66402053833008,731.1199951171875
2015-10-27,48.161685943603516,732.8200073242188
2015-10-28,48.42182540893555,736.9199829101562
2015-10-29,47.86566925048828,744.8499755859375
2015-10-30,47.21978759765625,737.3900146484375
2015-11-02,47.75802230834961,747.739990234375
2015-11-03,48.57432174682617,748.8200073242188
2015-11-04,48.798583984375,755.3099975585938
2015-11-05,48.78063201904297,760.6699829101562
2015-11-06,49.26503372192383,761.5999755859375
2015-11-09,48.583290100097656,754.77001953125
2015-11-10,48.00020980834961,758.260009765625
2015-11-11,48.12579345703125,765.25
2015-11-12,47.82978439331055,756.530029296875
2015-11-13,47.39921188354492,740.0700073242188
2015-11-16,48.233455657958984,750.4199829101562
2015-11-17,47.836097717285156,745.97998046875
2015-11-18,48.63079833984375,760.010009765625
2015-11-19,48.71207046508789,759.9400024414062
2015-11-20,48.93784713745117,777.0
2015-11-23,48.93784713745117,776.7000122070312
2015-11-24,48.99203109741211,769.6300048828125
2015-11-25,48.48630905151367,769.260009765625
2015-11-27,48.703041076660156,771.969970703125
2015-11-30,49.082340240478516,762.8499755859375
2015-12-01,49.868019104003906,783.7899780273438
2015-12-02,49.85899353027344,777.8499755859375
2015-12-03,48.94688034057617,768.2000122070312
2015-12-04,50.49114227294922,779.2100219726562
2015-12-07,50.40084457397461,772.989990234375
2015-12-08,50.382781982421875,775.1400146484375
2015-12-09,49.651283264160156,762.5499877929688
2015-12-10,49.913169860839844,760.0399780273438
2015-12-11,48.8204460144043,750.4199829101562
2015-12-14,49.7957763671875,762.5399780273438
2015-12-15,49.8499641418457,760.0900268554688
2015-12-16,50.68981170654297,776.5900268554688
2015-12-17,50.30150604248047,769.8300170898438
2015-12-18,48.8836669921875,756.8499755859375
2015-12-21,49.51582336425781,760.7999877929688
2015-12-22,49.98542022705078,767.1300048828125
2015-12-23,50.40986633300781,768.510009765625
2015-12-24,50.27440643310547,765.8400268554688
2015-12-28,50.52726364135742,782.239990234375
2015-12-29,51.06911087036133,793.9600219726562
2015-12-30,50.852386474609375,790.2999877929688
2015-12-31,50.10282897949219,778.010009765625
