Sigle,Titre,Credit,url,Prerequisites
SOL 1015,Histoire de la pensée sociale,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/sol-1015/,
SOL 1150,"Culture, connaissance et idéologie",3.0,https://admission.umontreal.ca/cours-et-horaires/cours/sol-1150/,
SOL 1970,Sociologie du Québec,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/sol-1970/,
URB 1118,Histoire de l'urbanisme,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/urb-1118/,
HST 3070,État et religion dans le monde arabe (18e-19e s.),3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3070/,
HST 3100,Les Empires dans l'Antiquité,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3100/,
HST 3105,Économie et société grecques,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3105/,
HST 3108,Religion et société au Moyen Âge,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3108/,
HST 3111,Systèmes économiques et sociaux à Rome,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3111/,
HST 3130,Culture et société au Moyen Âge,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3130/,
HST 3131,Les modernités du Moyen Âge,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3131/,
HST 3133,Nous sommes tous Grecs : le philhellénisme au 19e,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3133/,
HST 3206,Histoire des mentalités françaises d'Ancien Régime,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3206/,
HST 3209,Esprit et culture en Europe 1790-1820,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3209/,
HST 3210,L'Italie à l'époque du Grand Tour,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3210/,
HST 3253,Paix et pacifisme en Occident (19e- 21e siècles),3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3253/,
HST 3257,Relations internationales : France,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3257/,
HST 3259,Relations internationales : URSS et Russie,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3259/,
